Difficulty,Title,Link,Topics
MEDIUM,Jump Game II,https://leetcode.com/problems/jump-game-ii,"Array, Dynamic Programming, Greedy"
EASY,Sqrt(x),https://leetcode.com/problems/sqrtx,"Math, Binary Search"
MEDIUM,Sort Colors,https://leetcode.com/problems/sort-colors,"Array, Two Pointers, Sorting"
MEDIUM,Combination Sum II,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking"
MEDIUM,Unique Paths,https://leetcode.com/problems/unique-paths,"Math, Dynamic Programming, Combinatorics"
HARD,First Missing Positive,https://leetcode.com/problems/first-missing-positive,"Array, Hash Table"
MEDIUM,Maximum Subarray,https://leetcode.com/problems/maximum-subarray,"Array, Divide and Conquer, Dynamic Programming"
MEDIUM,Valid Sudoku,https://leetcode.com/problems/valid-sudoku,"Array, Hash Table, Matrix"
HARD,Merge k Sorted Lists,https://leetcode.com/problems/merge-k-sorted-lists,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
MEDIUM,Search in Rotated Sorted Array,https://leetcode.com/problems/search-in-rotated-sorted-array,"Array, Binary Search"
MEDIUM,"Pow(x, n)",https://leetcode.com/problems/powx-n,"Math, Recursion"
EASY,Find the Index of the First Occurrence in a String,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"Two Pointers, String, String Matching"
MEDIUM,Subsets,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation"
EASY,Search Insert Position,,https://leetcode.com/problems/search-insert-position,"Array, Binary Search"
MEDIUM,Construct Binary Tree from Preorder and Inorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
MEDIUM,Divide Two Integers,https://leetcode.com/problems/divide-two-integers,"Math, Bit Manipulation"
MEDIUM,String to Integer (atoi),https://leetcode.com/problems/string-to-integer-atoi,String
HARD,Reverse Nodes in k-Group,https://leetcode.com/problems/reverse-nodes-in-k-group,"Linked List, Recursion"
MEDIUM,Reverse Linked List II,https://leetcode.com/problems/reverse-linked-list-ii,Linked List
MEDIUM,Binary Tree Zigzag Level Order Traversal,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,"Tree, Breadth-First Search, Binary Tree"
EASY,Length of Last Word,https://leetcode.com/problems/length-of-last-word,String
MEDIUM,Swap Nodes in Pairs,https://leetcode.com/problems/swap-nodes-in-pairs,"Linked List, Recursion"
HARD,Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring,"Hash Table, String, Sliding Window"
HARD,Largest Rectangle in Histogram,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack"
MEDIUM,Zigzag Conversion,https://leetcode.com/problems/zigzag-conversion,String
MEDIUM,4Sum,https://leetcode.com/problems/4sum,"Array, Two Pointers, Sorting"
MEDIUM,3Sum Closest,https://leetcode.com/problems/3sum-closest,"Array, Two Pointers, Sorting"
HARD,Wildcard Matching,https://leetcode.com/problems/wildcard-matching,"String, Dynamic Programming, Greedy, Recursion"
MEDIUM,Remove Nth Node From End of List,https://leetcode.com/problems/remove-nth-node-from-end-of-list,"Linked List, Two Pointers"
MEDIUM,Partition List,https://leetcode.com/problems/partition-list,"Linked List, Two Pointers"
EASY,Binary Tree Inorder Traversal,https://leetcode.com/problems/binary-tree-inorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
MEDIUM,Insert Interval,https://leetcode.com/problems/insert-interval,Array
EASY,Symmetric Tree,https://leetcode.com/problems/symmetric-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
HARD,Sudoku Solver,https://leetcode.com/problems/sudoku-solver,"Array, Hash Table, Backtracking, Matrix"
HARD,Text Justification,https://leetcode.com/problems/text-justification,"Array, String, Simulation"
EASY,Add Binary,https://leetcode.com/problems/add-binary,"Math, String, Bit Manipulation, Simulation"
MEDIUM,Decode Ways,https://leetcode.com/problems/decode-ways,"String, Dynamic Programming"
HARD,Longest Valid Parentheses,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack"
EASY,Same Tree,https://leetcode.com/problems/same-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
EASY,Balanced Binary Tree,https://leetcode.com/problems/balanced-binary-tree,"Tree, Depth-First Search, Binary Tree"
MEDIUM,Word Search,https://leetcode.com/problems/word-search,"Array, String, Backtracking, Depth-First Search, Matrix"
MEDIUM,Search a 2D Matrix,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix"
EASY,Remove Duplicates from Sorted List,https://leetcode.com/problems/remove-duplicates-from-sorted-list,Linked List
MEDIUM,Validate Binary Search Tree,https://leetcode.com/problems/validate-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
EASY,Maximum Depth of Binary Tree,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Search in Rotated Sorted Array II,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,"Array, Binary Search"
MEDIUM,Combinations,https://leetcode.com/problems/combinations,Backtracking
MEDIUM,Edit Distance,https://leetcode.com/problems/edit-distance,"String, Dynamic Programming"
MEDIUM,Unique Paths II,https://leetcode.com/problems/unique-paths-ii,"Array, Dynamic Programming, Matrix"
MEDIUM,Rotate List,https://leetcode.com/problems/rotate-list,"Linked List, Two Pointers"
HARD,Permutation Sequence,https://leetcode.com/problems/permutation-sequence,"Math, Recursion"
MEDIUM,Spiral Matrix II,https://leetcode.com/problems/spiral-matrix-ii,"Array, Matrix, Simulation"
HARD,Substring with Concatenation of All Words,https://leetcode.com/problems/substring-with-concatenation-of-all-words,"Hash Table, String, Sliding Window"
MEDIUM,Remove Duplicates from Sorted List II,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii,"Linked List, Two Pointers"
MEDIUM,Count and Say,https://leetcode.com/problems/count-and-say,String
MEDIUM,Restore IP Addresses,https://leetcode.com/problems/restore-ip-addresses,"String, Backtracking"
HARD,N-Queens,https://leetcode.com/problems/n-queens,"Array, Backtracking"
MEDIUM,Permutations II,https://leetcode.com/problems/permutations-ii,"Array, Backtracking, Sorting"
MEDIUM,Simplify Path,https://leetcode.com/problems/simplify-path,"String, Stack"
EASY,Convert Sorted Array to Binary Search Tree,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,"Array, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
MEDIUM,Construct Binary Tree from Inorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
MEDIUM,Combination Sum,https://leetcode.com/problems/combination-sum,"Array, Backtracking"
MEDIUM,Binary Tree Level Order Traversal,https://leetcode.com/problems/binary-tree-level-order-traversal,"Tree, Breadth-First Search, Binary Tree"
MEDIUM,Unique Binary Search Trees,https://leetcode.com/problems/unique-binary-search-trees,"Math, Dynamic Programming, Tree, Binary Search Tree, Binary Tree"
MEDIUM,Subsets II,https://leetcode.com/problems/subsets-ii,"Array, Backtracking, Bit Manipulation"
HARD,Maximal Rectangle,https://leetcode.com/problems/maximal-rectangle,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
MEDIUM,Multiply Strings,https://leetcode.com/problems/multiply-strings,"Math, String, Simulation"
EASY,Minimum Depth of Binary Tree,https://leetcode.com/problems/minimum-depth-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
